InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
553843,21931,JUMBO STORAGE BAG SUKI,10,2011-05-19 12:29:00,2.08,12553.0,France,20.8
567462,20977,36 PENCILS TUBE WOODLAND,1,2011-09-20 12:35:00,1.25,14446.0,United Kingdom,1.25
546669,22423,REGENCY CAKESTAND 3 TIER,6,2011-03-15 15:36:00,12.75,14226.0,United Kingdom,76.5
543447,22362,GLASS JAR PEACOCK BATH SALTS,6,2011-02-08 12:01:00,2.95,16265.0,United Kingdom,17.700000000000003
C561240,84949,SILVER HANGING T-LIGHT HOLDER,-1,2011-07-26 10:33:00,1.65,17677.0,United Kingdom,-1.65
563928,21899,GARAGE KEY FOB,5,2011-08-21 15:17:00,0.65,17059.0,United Kingdom,3.25
550899,22955,36 FOIL STAR CAKE CASES ,6,2011-04-21 12:07:00,2.1,13505.0,Switzerland,12.600000000000001
569638,22950,36 DOILIES VINTAGE CHRISTMAS,12,2011-10-05 12:15:00,1.45,16140.0,United Kingdom,17.4
573289,22704,WRAP RED APPLES ,25,2011-10-28 14:44:00,0.42,12705.0,Germany,10.5
561894,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-07-31 15:00:00,2.95,14456.0,United Kingdom,2.95
548014,21400,RED PUDDING SPOON,24,2011-03-29 11:29:00,0.12,17719.0,United Kingdom,2.88
555109,22505,MEMO BOARD COTTAGE DESIGN,2,2011-05-31 14:19:00,4.95,16023.0,United Kingdom,9.9
561196,16011,ANIMAL STICKERS,24,2011-07-25 14:35:00,0.21,14342.0,United Kingdom,5.04
552640,22475,SKULL DESIGN TV DINNER TRAY,2,2011-05-10 13:19:00,4.95,17841.0,United Kingdom,9.9
580695,22940,FELTCRAFT CHRISTMAS FAIRY,2,2011-12-05 16:03:00,4.25,13230.0,United Kingdom,8.5
561192,23182,TOILET SIGN OCCUPIED OR VACANT,6,2011-07-25 13:45:00,0.83,16033.0,United Kingdom,4.9799999999999995
578251,22197,POPCORN HOLDER,4,2011-11-23 12:45:00,0.85,15993.0,United Kingdom,3.4
577893,22991,GIRAFFE WOODEN RULER,2,2011-11-22 11:47:00,1.95,17073.0,United Kingdom,3.9
547785,23194,GYMKHANA TREASURE BOOK BOX,3,2011-03-25 11:41:00,2.25,13097.0,United Kingdom,6.75
541847,21584,RETROSPOT SMALL TUBE MATCHES,3,2011-01-23 13:25:00,1.65,15443.0,United Kingdom,4.949999999999999
568577,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,2011-09-28 09:41:00,4.15,15301.0,United Kingdom,16.6
578143,21218,RED SPOTTY BISCUIT TIN,24,2011-11-23 11:06:00,3.25,14646.0,Netherlands,78.0
564573,20718,RED RETROSPOT SHOPPER BAG,1,2011-08-26 11:19:00,1.25,14606.0,United Kingdom,1.25
569697,22625,RED KITCHEN SCALES,2,2011-10-05 15:38:00,8.5,17647.0,United Kingdom,17.0
575870,72799E,IVORY PILLAR CANDLE SILVER FLOCK,12,2011-11-11 12:46:00,2.95,15557.0,United Kingdom,35.400000000000006
553546,21900,"KEY FOB , SHED",576,2011-05-17 15:42:00,0.53,12415.0,Australia,305.28000000000003
561295,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,192,2011-07-26 12:28:00,1.06,15311.0,United Kingdom,203.52
555243,22804,CANDLEHOLDER PINK HANGING HEART,6,2011-06-01 13:52:00,2.95,13475.0,United Kingdom,17.700000000000003
572312,22111,SCOTTIE DOG HOT WATER BOTTLE,2,2011-10-23 15:47:00,4.95,15022.0,United Kingdom,9.9
544778,17012C,ORIGAMI LAVENDER INCENSE/CANDL SET ,1,2011-02-23 12:03:00,2.55,14978.0,United Kingdom,2.55
553386,20979,36 PENCILS TUBE RED RETROSPOT,16,2011-05-16 16:22:00,1.25,13381.0,United Kingdom,20.0
560115,20969,RED FLORAL FELTCRAFT SHOULDER BAG,2,2011-07-15 10:05:00,3.75,17841.0,United Kingdom,7.5
570693,23263,SET OF 3 WOODEN HEART DECORATIONS,2,2011-10-11 16:50:00,1.25,16161.0,United Kingdom,2.5
578016,22981,PANTRY APPLE CORER,1,2011-11-22 13:02:00,1.45,14506.0,United Kingdom,1.45
572528,47367B,PAIR PADDED HANGERS PINK CHECK,2,2011-10-24 15:43:00,3.75,13176.0,United Kingdom,7.5
542216,16052,TEATIME PUSH DOWN RUBBER,24,2011-01-26 12:29:00,0.42,14911.0,EIRE,10.08
578626,22726,ALARM CLOCK BAKELIKE GREEN,8,2011-11-24 15:38:00,3.75,12709.0,Germany,30.0
577504,22951,60 CAKE CASES DOLLY GIRL DESIGN,4,2011-11-20 12:36:00,0.55,14159.0,United Kingdom,2.2
566984,23158,SET OF 5 LUCKY CAT MAGNETS ,24,2011-09-16 10:39:00,2.08,12471.0,Germany,49.92
557771,23033,DRAWER KNOB CERAMIC RED,6,2011-06-22 14:43:00,1.45,15601.0,United Kingdom,8.7
541595,22241,GARLAND WOODEN HAPPY EASTER,12,2011-01-19 16:08:00,1.25,14606.0,United Kingdom,15.0
574947,21790,VINTAGE SNAP CARDS,12,2011-11-08 09:03:00,0.85,16422.0,United Kingdom,10.2
545653,21931,JUMBO STORAGE BAG SUKI,100,2011-03-04 13:39:00,1.65,15311.0,United Kingdom,165.0
561647,21485,RETROSPOT HEART HOT WATER BOTTLE,48,2011-07-28 15:20:00,4.25,13340.0,United Kingdom,204.0
574587,23337,EGG FRYING PAN MINT ,6,2011-11-06 10:29:00,2.08,14936.0,Channel Islands,12.48
564353,23168,CLASSIC CAFE SUGAR DISPENSER,12,2011-08-24 15:08:00,1.25,15764.0,United Kingdom,15.0
569568,16236,KITTY PENCIL ERASERS,28,2011-10-05 09:57:00,0.21,12700.0,France,5.88
578248,84378,SET OF 3 HEART COOKIE CUTTERS,12,2011-11-23 12:40:00,1.45,16255.0,United Kingdom,17.4
C576241,23084,RABBIT NIGHT LIGHT,-2,2011-11-14 13:35:00,2.08,13447.0,United Kingdom,-4.16
541018,21907,I'M ON HOLIDAY METAL SIGN,2,2011-01-13 12:03:00,2.1,14978.0,United Kingdom,4.2
558814,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-07-04 11:47:00,1.65,14049.0,United Kingdom,16.5
C556656,21314,SMALL GLASS HEART TRINKET POT,-2,2011-06-13 16:21:00,2.1,13148.0,United Kingdom,-4.2
539404,21329,DINOSAURS  WRITING SET ,1,2010-12-17 12:24:00,1.65,17315.0,United Kingdom,1.65
552969,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,2011-05-12 13:37:00,1.45,14021.0,United Kingdom,17.4
580502,23263,SET OF 3 WOODEN HEART DECORATIONS,1,2011-12-04 13:15:00,1.25,16931.0,United Kingdom,1.25
542789,23233,WRAP POPPIES  DESIGN,50,2011-02-01 10:38:00,0.42,17511.0,United Kingdom,21.0
553829,22147,FELTCRAFT BUTTERFLY HEARTS,12,2011-05-19 11:28:00,1.45,16455.0,United Kingdom,17.4
550163,21749,LARGE RED RETROSPOT WINDMILL,6,2011-04-14 16:26:00,2.1,14154.0,United Kingdom,12.600000000000001
552333,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2011-05-09 10:38:00,0.55,15039.0,United Kingdom,1.1
572330,23439,HAND WARMER RED LOVE HEART,2,2011-10-24 10:17:00,2.1,16426.0,United Kingdom,4.2
552872,21670,BLUE SPOT CERAMIC DRAWER KNOB,24,2011-05-12 09:09:00,1.25,16985.0,United Kingdom,30.0
554131,22508,DOORSTOP RETROSPOT HEART,4,2011-05-23 09:43:00,3.75,13988.0,United Kingdom,15.0
541215,84050,PINK HEART SHAPE EGG FRYING PAN,6,2011-01-14 13:42:00,1.65,14329.0,United Kingdom,9.899999999999999
544295,75011,BLUE DAISY MOBILE,24,2011-02-17 12:43:00,0.85,14298.0,United Kingdom,20.4
551546,22555,PLASTERS IN TIN STRONGMAN,12,2011-05-03 09:34:00,1.65,18062.0,United Kingdom,19.799999999999997
570521,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,4,2011-10-11 10:43:00,4.25,12371.0,Switzerland,17.0
547772,22417,PACK OF 60 SPACEBOY CAKE CASES,1,2011-03-25 11:34:00,0.55,17979.0,United Kingdom,0.55
553004,22169,FAMILY ALBUM WHITE PICTURE FRAME,1,2011-05-12 16:11:00,8.5,17764.0,United Kingdom,8.5
578016,22586,FELTCRAFT HAIRBAND PINK AND BLUE,3,2011-11-22 13:02:00,0.85,14506.0,United Kingdom,2.55
571441,16254,TRANSPARENT ACRYLIC TAPE DISPENSER,1,2011-10-17 13:31:00,1.63,14096.0,United Kingdom,1.63
573510,23084,RABBIT NIGHT LIGHT,52,2011-10-31 12:21:00,1.79,14808.0,United Kingdom,93.08
563166,79000,MOROCCAN TEA GLASS,600,2011-08-12 12:37:00,0.65,18092.0,United Kingdom,390.0
539333,84817,DANISH ROSE DECORATIVE PLATE,24,2010-12-17 09:52:00,0.42,13627.0,United Kingdom,10.08
581147,23301,GARDENERS KNEELING PAD KEEP CALM ,5,2011-12-07 14:01:00,1.65,16426.0,United Kingdom,8.25
543652,22706,WRAP COWBOYS  ,25,2011-02-11 10:15:00,0.42,15544.0,United Kingdom,10.5
580916,21285,RETROSPOT CANDLE  MEDIUM,1,2011-12-06 13:45:00,0.39,13685.0,United Kingdom,0.39
578516,21819,GLITTER CHRISTMAS STAR ,36,2011-11-24 13:53:00,0.39,14591.0,United Kingdom,14.040000000000001
553418,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-05-17 10:10:00,1.25,18257.0,United Kingdom,15.0
545032,22697,GREEN REGENCY TEACUP AND SAUCER,12,2011-02-25 15:37:00,2.95,14051.0,United Kingdom,35.400000000000006
578045,21901,"KEY FOB , BACK DOOR ",2,2011-11-22 14:43:00,0.65,17297.0,United Kingdom,1.3
580291,22940,FELTCRAFT CHRISTMAS FAIRY,6,2011-12-02 13:36:00,4.25,15539.0,United Kingdom,25.5
578999,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,3,2011-11-27 16:08:00,2.1,17595.0,United Kingdom,6.300000000000001
573130,22197,POPCORN HOLDER,12,2011-10-27 16:41:00,0.85,13969.0,United Kingdom,10.2
566005,84660C,PINK STITCHED WALL CLOCK,1,2011-09-08 11:56:00,0.79,16426.0,United Kingdom,0.79
544778,48194,DOORMAT HEARTS,2,2011-02-23 12:03:00,7.95,14978.0,United Kingdom,15.9
564317,85130C,BEADED CRYSTAL HEART BLUE  LARGE,24,2011-08-24 13:12:00,0.79,13890.0,United Kingdom,18.96
561894,22730,ALARM CLOCK BAKELIKE IVORY,1,2011-07-31 15:00:00,3.75,14456.0,United Kingdom,3.75
555810,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,4,2011-06-07 11:39:00,3.25,17091.0,United Kingdom,13.0
544069,20750,RED RETROSPOT MINI CASES,8,2011-02-15 14:17:00,7.95,12616.0,France,63.6
579868,85049A,TRADITIONAL CHRISTMAS RIBBONS,24,2011-11-30 16:43:00,1.25,15544.0,United Kingdom,30.0
571323,23500,KEY RING BASEBALL BOOT ASSORTED ,20,2011-10-17 11:07:00,1.25,13534.0,United Kingdom,25.0
547888,22966,GINGERBREAD MAN COOKIE CUTTER,24,2011-03-28 09:59:00,1.25,13368.0,United Kingdom,30.0
536945,47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,1,2010-12-03 12:24:00,7.95,14083.0,United Kingdom,7.95
559673,85152,HAND OVER THE CHOCOLATE   SIGN ,12,2011-07-11 14:10:00,2.1,13224.0,United Kingdom,25.200000000000003
549192,22355,CHARLOTTE BAG SUKI DESIGN,10,2011-04-07 10:20:00,0.85,14961.0,United Kingdom,8.5
575647,22307,GOLD MUG BONE CHINA TREE OF LIFE,6,2011-11-10 14:16:00,1.06,16440.0,United Kingdom,6.36
578017,21588,RETROSPOT GIANT TUBE MATCHES,1,2011-11-22 13:07:00,2.55,13569.0,United Kingdom,2.55
536591,21238,RED RETROSPOT CUP,1,2010-12-01 16:57:00,0.85,14606.0,United Kingdom,0.85
561897,22197,POPCORN HOLDER,4,2011-07-31 15:24:00,0.85,17841.0,United Kingdom,3.4
556876,21975,PACK OF 60 DINOSAUR CAKE CASES,1,2011-06-15 11:56:00,0.55,16241.0,United Kingdom,0.55
578445,82582,AREA PATROLLED METAL SIGN,1,2011-11-24 12:25:00,2.1,15005.0,United Kingdom,2.1
572755,72801D,4 SKY BLUE DINNER CANDLES,2,2011-10-25 17:31:00,1.25,13601.0,United Kingdom,2.5
568310,23427,STOOL HOME SWEET HOME ,1,2011-09-26 12:48:00,12.5,14911.0,EIRE,12.5
563616,84991,60 TEATIME FAIRY CAKE CASES,480,2011-08-18 09:39:00,0.4,13027.0,United Kingdom,192.0
576303,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-11-14 14:51:00,0.95,15532.0,United Kingdom,0.95
572755,23245,SET OF 3 REGENCY CAKE TINS,1,2011-10-25 17:31:00,4.95,13601.0,United Kingdom,4.95
576907,21671,RED SPOT CERAMIC DRAWER KNOB,24,2011-11-17 09:34:00,1.45,12610.0,Italy,34.8
576058,23311,VINTAGE CHRISTMAS STOCKING ,6,2011-11-13 15:15:00,2.55,15654.0,United Kingdom,15.299999999999999
576259,23521,WALL ART CAT AND BIRD ,6,2011-11-14 14:18:00,2.89,12957.0,United Kingdom,17.34
570096,21470,FLOWER VINE RAFFIA FOOD COVER,1,2011-10-07 11:58:00,3.75,15311.0,United Kingdom,3.75
558338,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-06-28 13:36:00,1.25,16824.0,United Kingdom,15.0
560635,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-07-20 10:51:00,2.08,12521.0,Germany,20.8
538899,22178,VICTORIAN GLASS HANGING T-LIGHT,24,2010-12-15 09:49:00,1.25,16817.0,United Kingdom,30.0
568066,22575,METAL MERRY CHRISTMAS WREATH,1,2011-09-23 13:48:00,1.95,14529.0,United Kingdom,1.95
579675,23444,Next Day Carriage,1,2011-11-30 13:08:00,15.0,15654.0,United Kingdom,15.0
563613,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,48,2011-08-18 08:49:00,2.55,12688.0,Israel,122.39999999999999
541844,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,1,2011-01-23 12:19:00,2.95,16931.0,United Kingdom,2.95
570116,23332,IVORY WICKER HEART LARGE,3,2011-10-07 12:38:00,1.65,12856.0,United Kingdom,4.949999999999999
562145,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2011-08-03 10:45:00,8.95,17656.0,United Kingdom,17.9
539988,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,4,2010-12-23 16:06:00,1.65,18116.0,United Kingdom,6.6
559349,84510A,SET OF 4 ENGLISH ROSE COASTERS,10,2011-07-07 17:33:00,1.25,15150.0,United Kingdom,12.5
577893,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2,2011-11-22 11:47:00,0.42,17073.0,United Kingdom,0.84
561968,23152,IVORY SWEETHEART WIRE LETTER RACK ,2,2011-08-01 13:29:00,3.75,16332.0,United Kingdom,7.5
580893,21166,COOK WITH WINE METAL SIGN ,1,2011-12-06 12:38:00,2.08,17290.0,United Kingdom,2.08
C572120,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,-1,2011-10-20 19:29:00,3.75,14911.0,EIRE,-3.75
543256,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-02-04 15:54:00,0.95,17293.0,United Kingdom,0.95
548560,21535,RED RETROSPOT SMALL MILK JUG,6,2011-04-01 10:10:00,2.55,13468.0,United Kingdom,15.299999999999999
553182,22416,SET OF 36 DOILIES SPACEBOY DESIGN ,2,2011-05-15 12:21:00,1.45,17107.0,United Kingdom,2.9
568099,22847,BREAD BIN DINER STYLE IVORY,1,2011-09-23 15:18:00,16.95,15916.0,United Kingdom,16.95
572221,85099B,JUMBO BAG RED RETROSPOT,20,2011-10-21 13:27:00,2.08,17086.0,United Kingdom,41.6
564342,22915,ASSORTED BOTTLE TOP  MAGNETS ,24,2011-08-24 14:53:00,0.42,16340.0,United Kingdom,10.08
571546,22698,PINK REGENCY TEACUP AND SAUCER,10,2011-10-17 17:24:00,2.95,17920.0,United Kingdom,29.5
575187,21495,SKULLS AND CROSSBONES WRAP,25,2011-11-09 09:06:00,0.42,16759.0,United Kingdom,10.5
547374,84228,HEN HOUSE W CHICK STANDING,1,2011-03-22 13:54:00,0.42,16110.0,United Kingdom,0.42
576176,21558,SKULL LUNCH BOX WITH CUTLERY ,5,2011-11-14 11:04:00,2.55,16936.0,United Kingdom,12.75
575602,23096,PETIT TRAY CHIC,2,2011-11-10 12:27:00,1.65,17059.0,United Kingdom,3.3
556113,22467,GUMBALL COAT RACK,6,2011-06-09 09:32:00,2.55,13510.0,United Kingdom,15.299999999999999
545873,22623,BOX OF VINTAGE JIGSAW BLOCKS ,3,2011-03-07 14:54:00,4.95,13092.0,United Kingdom,14.850000000000001
562037,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2011-08-02 09:34:00,7.95,13023.0,United Kingdom,15.9
577834,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2011-11-22 10:21:00,1.25,17528.0,United Kingdom,15.0
560504,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-07-19 11:47:00,0.85,13081.0,United Kingdom,8.5
553913,22457,NATURAL SLATE HEART CHALKBOARD ,3,2011-05-19 19:47:00,2.95,18109.0,United Kingdom,8.850000000000001
558868,21746,SMALL RED RETROSPOT WINDMILL,12,2011-07-04 12:47:00,1.25,13266.0,United Kingdom,15.0
557143,23290,SPACEBOY CHILDRENS BOWL,8,2011-06-17 10:12:00,1.25,13090.0,United Kingdom,10.0
556776,22974,CHILDRENS DOLLY GIRL MUG,3,2011-06-14 12:24:00,1.65,14730.0,United Kingdom,4.949999999999999
560255,22083,PAPER CHAIN KIT RETROSPOT,10,2011-07-17 13:08:00,2.95,16054.0,United Kingdom,29.5
578949,22672,FRENCH BATHROOM SIGN BLUE METAL,1,2011-11-27 14:30:00,1.65,14954.0,United Kingdom,1.65
576677,22659,LUNCH BOX I LOVE LONDON,2,2011-11-16 12:03:00,1.95,16393.0,United Kingdom,3.9
576611,22099,CARAVAN SQUARE TISSUE BOX,1,2011-11-15 16:29:00,0.39,17357.0,United Kingdom,0.39
560853,21718,RED METAL BEACH SPADE ,6,2011-07-21 12:33:00,1.25,15311.0,United Kingdom,7.5
C540393,21843,RED RETROSPOT CAKE STAND,-1,2011-01-06 18:08:00,10.95,17428.0,United Kingdom,-10.95
546771,21476,STEEL SWEETHEART ROUND TABLE CREAM,1,2011-03-16 15:19:00,14.95,17515.0,United Kingdom,14.95
552869,22757,LARGE RED BABUSHKA NOTEBOOK ,12,2011-05-12 08:41:00,1.25,15106.0,United Kingdom,15.0
580256,23583,LUNCH BAG PAISLEY PARK  ,1,2011-12-02 12:24:00,1.65,14688.0,United Kingdom,1.65
575705,22296,HEART IVORY TRELLIS LARGE,12,2011-11-10 17:06:00,1.65,15159.0,United Kingdom,19.799999999999997
559791,22767,TRIPLE PHOTO FRAME CORNICE ,6,2011-07-12 12:24:00,9.95,17675.0,United Kingdom,59.699999999999996
577485,21993,FLORAL FOLK STATIONERY SET,2,2011-11-20 11:56:00,1.25,16360.0,United Kingdom,2.5
552320,22381,TOY TIDY PINK POLKADOT,10,2011-05-09 08:26:00,2.1,13985.0,United Kingdom,21.0
578032,23313,VINTAGE CHRISTMAS BUNTING,5,2011-11-22 13:41:00,4.95,16633.0,United Kingdom,24.75
570888,22653,BUTTON BOX ,10,2011-10-13 10:26:00,1.95,17509.0,United Kingdom,19.5
575760,23318,BOX OF 6 MINI VINTAGE CRACKERS,4,2011-11-11 10:50:00,2.49,15965.0,United Kingdom,9.96
561471,21985,PACK OF 12 HEARTS DESIGN TISSUES ,48,2011-07-27 13:14:00,0.29,14911.0,EIRE,13.919999999999998
570983,21172,PARTY METAL SIGN ,1,2011-10-13 11:57:00,1.45,14963.0,United Kingdom,1.45
562444,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2011-08-04 18:44:00,2.08,14713.0,United Kingdom,4.16
C548387,22849,BREAD BIN DINER STYLE MINT,-2,2011-03-30 16:49:00,16.95,14794.0,United Kingdom,-33.9
575491,21154,RED RETROSPOT OVEN GLOVE ,4,2011-11-09 17:47:00,1.25,15531.0,United Kingdom,5.0
580753,22423,REGENCY CAKESTAND 3 TIER,1,2011-12-06 10:00:00,12.75,12682.0,France,12.75
553507,21123,SET/10 IVORY POLKADOT PARTY CANDLES,2,2011-05-17 13:35:00,1.25,17220.0,United Kingdom,2.5
572899,21847,GREEN  DIAMANTE PEN IN GIFT BOX,1,2011-10-26 14:50:00,4.95,13435.0,United Kingdom,4.95
551281,21166,COOK WITH WINE METAL SIGN ,3,2011-04-27 13:31:00,2.08,13571.0,United Kingdom,6.24
571281,21112,SWISS ROLL TOWEL PINK  SPOTS,48,2011-10-16 13:23:00,2.55,14088.0,United Kingdom,122.39999999999999
542713,21232,STRAWBERRY CERAMIC TRINKET BOX,36,2011-01-31 13:27:00,1.25,12668.0,Germany,45.0
566847,22371,AIRLINE BAG VINTAGE TOKYO 78,2,2011-09-15 11:57:00,4.25,15005.0,United Kingdom,8.5
544662,85014B,RED RETROSPOT UMBRELLA,1,2011-02-22 14:10:00,5.95,12845.0,United Kingdom,5.95
548533,21537,RED RETROSPOT PUDDING BOWL,6,2011-03-31 17:17:00,4.25,13883.0,United Kingdom,25.5
568659,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-09-28 12:28:00,0.55,13516.0,United Kingdom,13.200000000000001
577850,23311,VINTAGE CHRISTMAS STOCKING ,6,2011-11-22 11:04:00,2.55,14911.0,EIRE,15.299999999999999
573070,85150,LADIES & GENTLEMEN METAL SIGN,1,2011-10-27 13:59:00,2.55,13263.0,United Kingdom,2.55
580523,23357,HOT WATER BOTTLE SEX BOMB,1,2011-12-04 15:00:00,1.65,17827.0,United Kingdom,1.65
547417,85159B,"WHITE TEA,COFFEE,SUGAR JARS",12,2011-03-23 10:25:00,1.95,13239.0,United Kingdom,23.4
538652,22816,CARD MOTORBIKE SANTA,36,2010-12-13 15:12:00,0.42,17890.0,United Kingdom,15.12
580691,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,12,2011-12-05 15:48:00,0.39,13790.0,United Kingdom,4.68
550332,22602,RETROSPOT WOODEN HEART DECORATION,2,2011-04-17 13:53:00,0.85,13474.0,United Kingdom,1.7
546019,22386,JUMBO BAG PINK POLKADOT,5,2011-03-08 17:25:00,1.95,14507.0,United Kingdom,9.75
555002,47566,PARTY BUNTING,8,2011-05-31 08:50:00,4.95,17682.0,United Kingdom,39.6
C572275,71279,PINK GLASS CANDLEHOLDER,-1,2011-10-23 09:42:00,2.95,12572.0,Germany,-2.95
569416,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,4,2011-10-04 10:15:00,3.75,13801.0,United Kingdom,15.0
571441,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,5,2011-10-17 13:31:00,1.63,14096.0,United Kingdom,8.149999999999999
561695,84991,60 TEATIME FAIRY CAKE CASES,24,2011-07-29 10:00:00,0.55,14005.0,United Kingdom,13.200000000000001
547712,22499,WOODEN UNION JACK BUNTING,4,2011-03-24 19:31:00,5.95,16905.0,United Kingdom,23.8
539324,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,2010-12-16 19:51:00,2.95,14985.0,United Kingdom,2.95
567474,85014B,RED RETROSPOT UMBRELLA,2,2011-09-20 12:53:00,5.95,13448.0,United Kingdom,11.9
579147,82494L,WOODEN FRAME ANTIQUE WHITE ,1,2011-11-28 13:20:00,2.95,13263.0,United Kingdom,2.95
571219,85199L,LARGE HANGING IVORY & RED WOOD BIRD,12,2011-10-14 13:35:00,0.65,15601.0,United Kingdom,7.800000000000001
547564,82582,AREA PATROLLED METAL SIGN,24,2011-03-24 09:21:00,2.1,17512.0,United Kingdom,50.400000000000006
561205,22625,RED KITCHEN SCALES,2,2011-07-25 15:48:00,8.5,17693.0,United Kingdom,17.0
559921,22374,AIRLINE BAG VINTAGE JET SET RED,1,2011-07-13 15:42:00,4.25,13667.0,United Kingdom,4.25
556187,71459,HANGING JAM JAR T-LIGHT HOLDER,24,2011-06-09 11:49:00,0.85,15296.0,United Kingdom,20.4
551058,85175,CACTI T-LIGHT CANDLES,16,2011-04-26 12:07:00,0.42,14606.0,United Kingdom,6.72
538995,22457,NATURAL SLATE HEART CHALKBOARD ,24,2010-12-15 12:05:00,2.95,13458.0,United Kingdom,70.80000000000001
572741,23582,VINTAGE DOILY JUMBO BAG RED ,10,2011-10-25 15:47:00,2.08,14341.0,United Kingdom,20.8
560783,85035C,ROSE 3 WICK MORRIS BOX CANDLE,8,2011-07-21 10:24:00,4.25,15108.0,European Community,34.0
568428,22563,HAPPY STENCIL CRAFT,3,2011-09-27 11:27:00,1.25,14419.0,United Kingdom,3.75
566010,22659,LUNCH BOX I LOVE LONDON,1,2011-09-08 12:05:00,1.95,13700.0,United Kingdom,1.95
543008,22621,TRADITIONAL KNITTING NANCY,96,2011-02-02 13:07:00,1.25,13824.0,United Kingdom,120.0
555562,22916,HERB MARKER THYME,6,2011-06-05 14:45:00,0.65,17841.0,United Kingdom,3.9000000000000004
549115,22382,LUNCH BAG SPACEBOY DESIGN ,24,2011-04-06 12:41:00,1.65,13098.0,United Kingdom,39.599999999999994
569669,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,3,2011-10-05 13:47:00,1.25,14730.0,United Kingdom,3.75
571243,21328,BALLOONS  WRITING SET ,12,2011-10-14 15:26:00,1.65,14595.0,United Kingdom,19.799999999999997
579196,22629,SPACEBOY LUNCH BOX ,1,2011-11-28 15:54:00,4.13,14096.0,United Kingdom,4.13
581381,23378,PACK OF 12 50'S CHRISTMAS TISSUES,12,2011-12-08 12:54:00,0.39,16933.0,United Kingdom,4.68
536800,22960,JAM MAKING SET WITH JARS,6,2010-12-02 16:12:00,4.25,14829.0,United Kingdom,25.5
574994,84984B,RED PEONY CUSHION COVER ,6,2011-11-08 11:03:00,4.65,17870.0,United Kingdom,27.900000000000002
569897,85032C,CURIOUS IMAGES GIFT WRAP SET,1,2011-10-06 16:01:00,0.65,17813.0,United Kingdom,0.65
551134,22804,CANDLEHOLDER PINK HANGING HEART,2,2011-04-26 13:02:00,2.95,16729.0,United Kingdom,5.9
552692,21755,LOVE BUILDING BLOCK WORD,6,2011-05-10 15:19:00,5.95,13990.0,United Kingdom,35.7
554163,84192,ASSORTED COLOUR METAL CAT ,3,2011-05-23 11:52:00,1.25,14573.0,United Kingdom,3.75
559107,23205,CHARLOTTE BAG VINTAGE ALPHABET ,5,2011-07-06 11:22:00,0.85,15334.0,United Kingdom,4.25
577039,23164,REGENCY CAKE SLICE,8,2011-11-17 13:30:00,4.95,12539.0,Spain,39.6
577314,22728,ALARM CLOCK BAKELIKE PINK,4,2011-11-18 13:23:00,3.75,12444.0,Norway,15.0
559289,82494L,WOODEN FRAME ANTIQUE WHITE ,2,2011-07-07 12:22:00,2.95,15719.0,United Kingdom,5.9
557311,23300,GARDENERS KNEELING PAD CUP OF TEA ,2,2011-06-19 15:36:00,1.65,15700.0,United Kingdom,3.3
571937,16219,HOUSE SHAPE PENCIL SHARPENER,48,2011-10-20 09:28:00,0.06,14911.0,EIRE,2.88
567958,23309,SET OF 60 I LOVE LONDON CAKE CASES ,24,2011-09-23 09:00:00,0.55,12619.0,Germany,13.200000000000001
555855,21731,RED TOADSTOOL LED NIGHT LIGHT,3,2011-06-07 13:56:00,1.65,15311.0,United Kingdom,4.949999999999999
